Year,Month,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Employment Demand,Number
2017,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Registered Unemployed,654
2017,1,7,Horta-Guinardó,33,el Baix Guinardó,Male,Registered Unemployed,507
2017,1,7,Horta-Guinardó,34,Can Baró,Male,Registered Unemployed,178
2017,1,7,Horta-Guinardó,35,el Guinardó,Male,Registered Unemployed,844
2017,1,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Registered Unemployed,253
2017,1,7,Horta-Guinardó,37,el Carmel,Male,Registered Unemployed,861
2017,1,7,Horta-Guinardó,38,la Teixonera,Male,Registered Unemployed,260
2017,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Registered Unemployed,157
2017,1,7,Horta-Guinardó,40,Montbau,Male,Registered Unemployed,114
2017,1,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Registered Unemployed,121
2017,1,7,Horta-Guinardó,42,la Clota,Male,Registered Unemployed,8
2017,1,7,Horta-Guinardó,43,Horta,Male,Registered Unemployed,719
2017,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Registered Unemployed,663
2017,1,8,Nou Barris,45,Porta,Male,Registered Unemployed,648
2017,1,8,Nou Barris,46,el Turó de la Peira,Male,Registered Unemployed,414
2017,1,8,Nou Barris,47,Can Peguera,Male,Registered Unemployed,58
2017,1,8,Nou Barris,48,la Guineueta,Male,Registered Unemployed,483
2017,1,8,Nou Barris,49,Canyelles,Male,Registered Unemployed,235
2017,1,8,Nou Barris,50,les Roquetes,Male,Registered Unemployed,511
2017,1,8,Nou Barris,51,Verdun,Male,Registered Unemployed,391
2017,1,8,Nou Barris,52,la Prosperitat,Male,Registered Unemployed,730
2017,1,8,Nou Barris,53,la Trinitat Nova,Male,Registered Unemployed,348
2017,1,8,Nou Barris,54,Torre Baró,Male,Registered Unemployed,97
2017,1,8,Nou Barris,55,Ciutat Meridiana,Male,Registered Unemployed,504
2017,1,8,Nou Barris,56,Vallbona,Male,Registered Unemployed,58
2017,1,9,Sant Andreu,57,la Trinitat Vella,Male,Registered Unemployed,467
2017,1,9,Sant Andreu,58,Baró de Viver,Male,Registered Unemployed,56
2017,1,9,Sant Andreu,59,el Bon Pastor,Male,Registered Unemployed,317
2017,1,9,Sant Andreu,60,Sant Andreu,Male,Registered Unemployed,1282
2017,1,9,Sant Andreu,61,la Sagrera,Male,Registered Unemployed,620
2017,1,9,Sant Andreu,62,el Congrés i els Indians,Male,Registered Unemployed,302
2017,1,9,Sant Andreu,63,Navas,Male,Registered Unemployed,469
2017,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Registered Unemployed,988
2017,1,10,Sant Martí,65,el Clot,Male,Registered Unemployed,631
2017,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Registered Unemployed,296
2017,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Registered Unemployed,203
2017,1,10,Sant Martí,68,el Poblenou,Male,Registered Unemployed,695
2017,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Registered Unemployed,337
2017,1,10,Sant Martí,70,el Besòs i el Maresme,Male,Registered Unemployed,771
2017,1,10,Sant Martí,71,Provençals del Poblenou,Male,Registered Unemployed,492
2017,1,10,Sant Martí,72,Sant Martí de Provençals,Male,Registered Unemployed,686
2017,1,10,Sant Martí,73,la Verneda i la Pau,Male,Registered Unemployed,778
2017,1,1,Ciutat Vella,1,el Raval,Male,Unemployment demand,429
2017,1,1,Ciutat Vella,2,el Barri Gòtic,Male,Unemployment demand,158
2017,1,1,Ciutat Vella,3,la Barceloneta,Male,Unemployment demand,197
2017,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Unemployment demand,266
2017,1,2,Eixample,5,el Fort Pienc,Male,Unemployment demand,183
2017,1,2,Eixample,6,la Sagrada Família,Male,Unemployment demand,302
2017,1,2,Eixample,7,la Dreta de l'Eixample,Male,Unemployment demand,167
2017,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Unemployment demand,177
2017,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Unemployment demand,344
2017,1,2,Eixample,10,Sant Antoni,Male,Unemployment demand,231
2017,1,3,Sants-Montjuïc,11,el Poble Sec,Male,Unemployment demand,305
2017,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Unemployment demand,16
2017,1,3,Sants-Montjuïc,13,la Marina de Port,Male,Unemployment demand,205
2017,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Unemployment demand,76
2017,1,3,Sants-Montjuïc,15,Hostafrancs,Male,Unemployment demand,106
2017,1,3,Sants-Montjuïc,16,la Bordeta,Male,Unemployment demand,124
2017,1,3,Sants-Montjuïc,17,Sants - Badal,Male,Unemployment demand,133
2017,1,3,Sants-Montjuïc,18,Sants,Male,Unemployment demand,256
2017,1,4,Les Corts,19,les Corts,Male,Unemployment demand,273
2017,1,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Unemployment demand,131
2017,1,4,Les Corts,21,Pedralbes,Male,Unemployment demand,28
2017,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Unemployment demand,12
2017,1,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Unemployment demand,62
2017,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Unemployment demand,47
2017,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Unemployment demand,60
2017,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Unemployment demand,113
2017,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Unemployment demand,114
2017,1,6,Gràcia,28,Vallcarca i els Penitents,Male,Unemployment demand,80
2017,1,6,Gràcia,29,el Coll,Male,Unemployment demand,34
2017,1,6,Gràcia,30,la Salut,Male,Unemployment demand,72
2017,1,6,Gràcia,31,la Vila de Gràcia,Male,Unemployment demand,270
2017,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Unemployment demand,191
2017,1,7,Horta-Guinardó,33,el Baix Guinardó,Male,Unemployment demand,147
2017,1,7,Horta-Guinardó,34,Can Baró,Male,Unemployment demand,52
2017,1,7,Horta-Guinardó,35,el Guinardó,Male,Unemployment demand,175
2017,1,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Unemployment demand,53
2017,1,7,Horta-Guinardó,37,el Carmel,Male,Unemployment demand,182
2017,1,7,Horta-Guinardó,38,la Teixonera,Male,Unemployment demand,54
2017,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Unemployment demand,33
2017,1,7,Horta-Guinardó,40,Montbau,Male,Unemployment demand,24
2017,1,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Unemployment demand,25
2017,1,7,Horta-Guinardó,42,la Clota,Male,Unemployment demand,2
2017,1,7,Horta-Guinardó,43,Horta,Male,Unemployment demand,153
2017,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Unemployment demand,146
2017,1,8,Nou Barris,45,Porta,Male,Unemployment demand,144
2017,1,8,Nou Barris,46,el Turó de la Peira,Male,Unemployment demand,89
2017,1,8,Nou Barris,47,Can Peguera,Male,Unemployment demand,12
2017,1,8,Nou Barris,48,la Guineueta,Male,Unemployment demand,100
2017,1,8,Nou Barris,49,Canyelles,Male,Unemployment demand,49
2017,1,8,Nou Barris,50,les Roquetes,Male,Unemployment demand,106
2017,1,8,Nou Barris,51,Verdun,Male,Unemployment demand,81
2017,1,8,Nou Barris,52,la Prosperitat,Male,Unemployment demand,164
2017,1,8,Nou Barris,53,la Trinitat Nova,Male,Unemployment demand,61
2017,1,8,Nou Barris,54,Torre Baró,Male,Unemployment demand,17
2017,1,8,Nou Barris,55,Ciutat Meridiana,Male,Unemployment demand,87
2017,1,8,Nou Barris,56,Vallbona,Male,Unemployment demand,10
2017,1,9,Sant Andreu,57,la Trinitat Vella,Male,Unemployment demand,80
2017,1,9,Sant Andreu,58,Baró de Viver,Male,Unemployment demand,15
2017,1,9,Sant Andreu,59,el Bon Pastor,Male,Unemployment demand,87
2017,1,9,Sant Andreu,60,Sant Andreu,Male,Unemployment demand,353
2017,1,9,Sant Andreu,61,la Sagrera,Male,Unemployment demand,169
2017,1,9,Sant Andreu,62,el Congrés i els Indians,Male,Unemployment demand,82
2017,1,9,Sant Andreu,63,Navas,Male,Unemployment demand,124
2017,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,Unemployment demand,240
2017,1,10,Sant Martí,65,el Clot,Male,Unemployment demand,161
2017,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,Unemployment demand,81
2017,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,Unemployment demand,65
2017,1,10,Sant Martí,68,el Poblenou,Male,Unemployment demand,218
2017,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,Unemployment demand,89
2017,1,10,Sant Martí,70,el Besòs i el Maresme,Male,Unemployment demand,200
2017,1,10,Sant Martí,71,Provençals del Poblenou,Male,Unemployment demand,123
2017,1,10,Sant Martí,72,Sant Martí de Provençals,Male,Unemployment demand,164
2017,1,10,Sant Martí,73,la Verneda i la Pau,Male,Unemployment demand,185
2017,1,1,Ciutat Vella,1,el Raval,Female,Registered Unemployed,1452
2017,1,1,Ciutat Vella,2,el Barri Gòtic,Female,Registered Unemployed,411
2017,1,1,Ciutat Vella,3,la Barceloneta,Female,Registered Unemployed,525
2017,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Registered Unemployed,725
2017,1,2,Eixample,5,el Fort Pienc,Female,Registered Unemployed,738
2017,1,2,Eixample,6,la Sagrada Família,Female,Registered Unemployed,1206
2017,1,2,Eixample,7,la Dreta de l'Eixample,Female,Registered Unemployed,810
2017,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Registered Unemployed,825
2017,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Registered Unemployed,1231
2017,1,2,Eixample,10,Sant Antoni,Female,Registered Unemployed,881
2017,1,3,Sants-Montjuïc,11,el Poble Sec,Female,Registered Unemployed,1245
2017,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Registered Unemployed,53
2017,1,3,Sants-Montjuïc,13,la Marina de Port,Female,Registered Unemployed,1030
2017,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Registered Unemployed,316
2017,1,3,Sants-Montjuïc,15,Hostafrancs,Female,Registered Unemployed,427
2017,1,3,Sants-Montjuïc,16,la Bordeta,Female,Registered Unemployed,501
2017,1,3,Sants-Montjuïc,17,Sants - Badal,Female,Registered Unemployed,543
2017,1,3,Sants-Montjuïc,18,Sants,Female,Registered Unemployed,1024
2017,1,4,Les Corts,19,les Corts,Female,Registered Unemployed,1024
2017,1,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Registered Unemployed,537
2017,1,4,Les Corts,21,Pedralbes,Female,Registered Unemployed,125
2017,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Registered Unemployed,51
2017,1,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Registered Unemployed,268
2017,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Registered Unemployed,199
2017,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Registered Unemployed,347
2017,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Registered Unemployed,633
2017,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Registered Unemployed,583
2017,1,6,Gràcia,28,Vallcarca i els Penitents,Female,Registered Unemployed,377
2017,1,6,Gràcia,29,el Coll,Female,Registered Unemployed,159
2017,1,6,Gràcia,30,la Salut,Female,Registered Unemployed,305
2017,1,6,Gràcia,31,la Vila de Gràcia,Female,Registered Unemployed,1181
2017,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Registered Unemployed,780
2017,1,7,Horta-Guinardó,33,el Baix Guinardó,Female,Registered Unemployed,601
2017,1,7,Horta-Guinardó,34,Can Baró,Female,Registered Unemployed,217
2017,1,7,Horta-Guinardó,35,el Guinardó,Female,Registered Unemployed,956
2017,1,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Registered Unemployed,287
2017,1,7,Horta-Guinardó,37,el Carmel,Female,Registered Unemployed,978
2017,1,7,Horta-Guinardó,38,la Teixonera,Female,Registered Unemployed,298
2017,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Registered Unemployed,180
2017,1,7,Horta-Guinardó,40,Montbau,Female,Registered Unemployed,130
2017,1,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Registered Unemployed,139
2017,1,7,Horta-Guinardó,42,la Clota,Female,Registered Unemployed,10
2017,1,7,Horta-Guinardó,43,Horta,Female,Registered Unemployed,806
2017,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Registered Unemployed,755
2017,1,8,Nou Barris,45,Porta,Female,Registered Unemployed,753
2017,1,8,Nou Barris,46,el Turó de la Peira,Female,Registered Unemployed,462
2017,1,8,Nou Barris,47,Can Peguera,Female,Registered Unemployed,65
2017,1,8,Nou Barris,48,la Guineueta,Female,Registered Unemployed,533
2017,1,8,Nou Barris,49,Canyelles,Female,Registered Unemployed,260
2017,1,8,Nou Barris,50,les Roquetes,Female,Registered Unemployed,563
2017,1,8,Nou Barris,51,Verdun,Female,Registered Unemployed,432
2017,1,8,Nou Barris,52,la Prosperitat,Female,Registered Unemployed,848
2017,1,8,Nou Barris,53,la Trinitat Nova,Female,Registered Unemployed,335
2017,1,8,Nou Barris,54,Torre Baró,Female,Registered Unemployed,92
2017,1,8,Nou Barris,55,Ciutat Meridiana,Female,Registered Unemployed,478
2017,1,8,Nou Barris,56,Vallbona,Female,Registered Unemployed,55
2017,1,9,Sant Andreu,57,la Trinitat Vella,Female,Registered Unemployed,443
2017,1,9,Sant Andreu,58,Baró de Viver,Female,Registered Unemployed,76
2017,1,9,Sant Andreu,59,el Bon Pastor,Female,Registered Unemployed,432
2017,1,9,Sant Andreu,60,Sant Andreu,Female,Registered Unemployed,1748
2017,1,9,Sant Andreu,61,la Sagrera,Female,Registered Unemployed,770
2017,1,9,Sant Andreu,62,el Congrés i els Indians,Female,Registered Unemployed,375
2017,1,9,Sant Andreu,63,Navas,Female,Registered Unemployed,577
2017,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Registered Unemployed,1034
2017,1,10,Sant Martí,65,el Clot,Female,Registered Unemployed,745
2017,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Registered Unemployed,375
2017,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Registered Unemployed,248
2017,1,10,Sant Martí,68,el Poblenou,Female,Registered Unemployed,853
2017,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Registered Unemployed,368
2017,1,10,Sant Martí,70,el Besòs i el Maresme,Female,Registered Unemployed,841
2017,1,10,Sant Martí,71,Provençals del Poblenou,Female,Registered Unemployed,593
2017,1,10,Sant Martí,72,Sant Martí de Provençals,Female,Registered Unemployed,824
2017,1,10,Sant Martí,73,la Verneda i la Pau,Female,Registered Unemployed,932
2017,1,1,Ciutat Vella,1,el Raval,Female,Unemployment demand,288
2017,1,1,Ciutat Vella,2,el Barri Gòtic,Female,Unemployment demand,105
2017,1,1,Ciutat Vella,3,la Barceloneta,Female,Unemployment demand,136
2017,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,Unemployment demand,187
2017,1,2,Eixample,5,el Fort Pienc,Female,Unemployment demand,185
2017,1,2,Eixample,6,la Sagrada Família,Female,Unemployment demand,319
2017,1,2,Eixample,7,la Dreta de l'Eixample,Female,Unemployment demand,210
2017,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,Unemployment demand,197
2017,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,Unemployment demand,359
2017,1,2,Eixample,10,Sant Antoni,Female,Unemployment demand,246
2017,1,3,Sants-Montjuïc,11,el Poble Sec,Female,Unemployment demand,272
2017,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,Unemployment demand,8
2017,1,3,Sants-Montjuïc,13,la Marina de Port,Female,Unemployment demand,178
2017,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,Unemployment demand,68
2017,1,3,Sants-Montjuïc,15,Hostafrancs,Female,Unemployment demand,107
2017,1,3,Sants-Montjuïc,16,la Bordeta,Female,Unemployment demand,126
2017,1,3,Sants-Montjuïc,17,Sants - Badal,Female,Unemployment demand,156
2017,1,3,Sants-Montjuïc,18,Sants,Female,Unemployment demand,275
2017,1,4,Les Corts,19,les Corts,Female,Unemployment demand,285
2017,1,4,Les Corts,20,la Maternitat i Sant Ramon,Female,Unemployment demand,155
2017,1,4,Les Corts,21,Pedralbes,Female,Unemployment demand,30
2017,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,Unemployment demand,12
2017,1,5,Sarrià-Sant Gervasi,23,Sarrià,Female,Unemployment demand,64
2017,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,Unemployment demand,45
2017,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,Unemployment demand,80
2017,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,Unemployment demand,143
2017,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,Unemployment demand,152
2017,1,6,Gràcia,28,Vallcarca i els Penitents,Female,Unemployment demand,97
2017,1,6,Gràcia,29,el Coll,Female,Unemployment demand,42
2017,1,6,Gràcia,30,la Salut,Female,Unemployment demand,85
2017,1,6,Gràcia,31,la Vila de Gràcia,Female,Unemployment demand,282
2017,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,Unemployment demand,213
2017,1,7,Horta-Guinardó,33,el Baix Guinardó,Female,Unemployment demand,166
2017,1,7,Horta-Guinardó,34,Can Baró,Female,Unemployment demand,61
2017,1,7,Horta-Guinardó,35,el Guinardó,Female,Unemployment demand,228
2017,1,7,Horta-Guinardó,36,la Font d'en Fargues,Female,Unemployment demand,63
2017,1,7,Horta-Guinardó,37,el Carmel,Female,Unemployment demand,216
2017,1,7,Horta-Guinardó,38,la Teixonera,Female,Unemployment demand,64
2017,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,Unemployment demand,39
2017,1,7,Horta-Guinardó,40,Montbau,Female,Unemployment demand,28
2017,1,7,Horta-Guinardó,41,la Vall d'Hebron,Female,Unemployment demand,30
2017,1,7,Horta-Guinardó,42,la Clota,Female,Unemployment demand,2
2017,1,7,Horta-Guinardó,43,Horta,Female,Unemployment demand,169
2017,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,Unemployment demand,155
2017,1,8,Nou Barris,45,Porta,Female,Unemployment demand,152
2017,1,8,Nou Barris,46,el Turó de la Peira,Female,Unemployment demand,94
2017,1,8,Nou Barris,47,Can Peguera,Female,Unemployment demand,13
2017,1,8,Nou Barris,48,la Guineueta,Female,Unemployment demand,112
2017,1,8,Nou Barris,49,Canyelles,Female,Unemployment demand,54
2017,1,8,Nou Barris,50,les Roquetes,Female,Unemployment demand,118
2017,1,8,Nou Barris,51,Verdun,Female,Unemployment demand,90
2017,1,8,Nou Barris,52,la Prosperitat,Female,Unemployment demand,170
2017,1,8,Nou Barris,53,la Trinitat Nova,Female,Unemployment demand,60
2017,1,8,Nou Barris,54,Torre Baró,Female,Unemployment demand,16
2017,1,8,Nou Barris,55,Ciutat Meridiana,Female,Unemployment demand,84
2017,1,8,Nou Barris,56,Vallbona,Female,Unemployment demand,10
2017,1,9,Sant Andreu,57,la Trinitat Vella,Female,Unemployment demand,78
2017,1,9,Sant Andreu,58,Baró de Viver,Female,Unemployment demand,15
2017,1,9,Sant Andreu,59,el Bon Pastor,Female,Unemployment demand,86
2017,1,9,Sant Andreu,60,Sant Andreu,Female,Unemployment demand,348
2017,1,9,Sant Andreu,61,la Sagrera,Female,Unemployment demand,191
2017,1,9,Sant Andreu,62,el Congrés i els Indians,Female,Unemployment demand,93
2017,1,9,Sant Andreu,63,Navas,Female,Unemployment demand,143
2017,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,Unemployment demand,255
2017,1,10,Sant Martí,65,el Clot,Female,Unemployment demand,160
2017,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,Unemployment demand,73
2017,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,Unemployment demand,50
2017,1,10,Sant Martí,68,el Poblenou,Female,Unemployment demand,172
2017,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,Unemployment demand,69
2017,1,10,Sant Martí,70,el Besòs i el Maresme,Female,Unemployment demand,158
2017,1,10,Sant Martí,71,Provençals del Poblenou,Female,Unemployment demand,121
2017,1,10,Sant Martí,72,Sant Martí de Provençals,Female,Unemployment demand,179
2017,1,10,Sant Martí,73,la Verneda i la Pau,Female,Unemployment demand,204
2017,2,1,Ciutat Vella,1,el Raval,Male,Registered Unemployed,2063
2017,2,1,Ciutat Vella,2,el Barri Gòtic,Male,Registered Unemployed,506
2017,2,1,Ciutat Vella,3,la Barceloneta,Male,Registered Unemployed,525
2017,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,Registered Unemployed,726
2017,2,2,Eixample,5,el Fort Pienc,Male,Registered Unemployed,626
2017,2,2,Eixample,6,la Sagrada Família,Male,Registered Unemployed,1029
2017,2,2,Eixample,7,la Dreta de l'Eixample,Male,Registered Unemployed,645
2017,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,Registered Unemployed,746
2017,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,Registered Unemployed,1116
2017,2,2,Eixample,10,Sant Antoni,Male,Registered Unemployed,844
2017,2,3,Sants-Montjuïc,11,el Poble Sec,Male,Registered Unemployed,1242
2017,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,Registered Unemployed,71
2017,2,3,Sants-Montjuïc,13,la Marina de Port,Male,Registered Unemployed,798
2017,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,Registered Unemployed,310
2017,2,3,Sants-Montjuïc,15,Hostafrancs,Male,Registered Unemployed,340
2017,2,3,Sants-Montjuïc,16,la Bordeta,Male,Registered Unemployed,399
2017,2,3,Sants-Montjuïc,17,Sants - Badal,Male,Registered Unemployed,416
2017,2,3,Sants-Montjuïc,18,Sants,Male,Registered Unemployed,808
2017,2,4,Les Corts,19,les Corts,Male,Registered Unemployed,833
2017,2,4,Les Corts,20,la Maternitat i Sant Ramon,Male,Registered Unemployed,411
2017,2,4,Les Corts,21,Pedralbes,Male,Registered Unemployed,99
2017,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,Registered Unemployed,42
2017,2,5,Sarrià-Sant Gervasi,23,Sarrià,Male,Registered Unemployed,216
2017,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,Registered Unemployed,164
2017,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,Registered Unemployed,255
2017,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,Registered Unemployed,506
2017,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,Registered Unemployed,458
2017,2,6,Gràcia,28,Vallcarca i els Penitents,Male,Registered Unemployed,295
2017,2,6,Gràcia,29,el Coll,Male,Registered Unemployed,122
2017,2,6,Gràcia,30,la Salut,Male,Registered Unemployed,246
2017,2,6,Gràcia,31,la Vila de Gràcia,Male,Registered Unemployed,1008
2017,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,Registered Unemployed,650
2017,2,7,Horta-Guinardó,33,el Baix Guinardó,Male,Registered Unemployed,505
2017,2,7,Horta-Guinardó,34,Can Baró,Male,Registered Unemployed,176
2017,2,7,Horta-Guinardó,35,el Guinardó,Male,Registered Unemployed,828
2017,2,7,Horta-Guinardó,36,la Font d'en Fargues,Male,Registered Unemployed,246
2017,2,7,Horta-Guinardó,37,el Carmel,Male,Registered Unemployed,836
2017,2,7,Horta-Guinardó,38,la Teixonera,Male,Registered Unemployed,260
2017,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,Registered Unemployed,158
2017,2,7,Horta-Guinardó,40,Montbau,Male,Registered Unemployed,115
2017,2,7,Horta-Guinardó,41,la Vall d'Hebron,Male,Registered Unemployed,122
2017,2,7,Horta-Guinardó,42,la Clota,Male,Registered Unemployed,9
2017,2,7,Horta-Guinardó,43,Horta,Male,Registered Unemployed,715
2017,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,Registered Unemployed,668
2017,2,8,Nou Barris,45,Porta,Male,Registered Unemployed,652
2017,2,8,Nou Barris,46,el Turó de la Peira,Male,Registered Unemployed,418
